,lat,long
19150,42.8164467,-7.9995922
19172,42.7556589,-7.7660515
19200,42.6679416,-7.6568144
19211,33.83553300341025,135.6570339202881
19246,42.7556589,-7.7660515
19279,42.6679416,-7.6568144
19306,42.6978274,-7.54317
19308,42.6978274,-7.54317
19383,42.284782,-3.794911
19474,40.3120713,-3.8890049
19475,40.3120713,-3.8890049
19500,-6.1803,106.8233
19838,53.1916578,10.331035
20241,43.4533012,-8.3473431
20260,55.894729,-3.3285119
20526,37.715968,-1.3852332
20542,42.6978274,-7.54317
20638,41.861388,-1.8399519
20716,37.715968,-1.3852332
20797,-30.9102848,30.3208985
20815,40.3120713,-3.8890049
20931,37.1480999,-6.0636797
20993,28.0200139,-15.7096328
21448,43.2175718,-2.5902794
21583,42.8825738,-7.7352642
21863,42.7437495,-8.5297184
22012,36.516968,-6.3061112
22124,43.3214061,-6.3625892
22203,42.4290487,-2.5422324
22312,48.87607,9.39512
22595,53.2987449,-6.387438
22823,28.412753,-16.4567744
23006,42.344,-3.6986
23022,40.29944444,-3.44083333
23049,59.2271383,17.7601322
23118,43.1119,-9.21944
23124,19.348153,-99.192574
23245,47.4953154,-122.436232
23254,40.5477636,-3.9597497
23257,40.5477636,-3.9597497
23510,36.4598413,-5.0149567
23528,40.6779842,-3.61743269
23544,43.10688486,-9.21750936
23711,47.68176084804869,-122.40450969281495
23832,51.424602,-0.8976
23881,43.10436424,-9.21686012
23956,41.6558738,12.2344266
24016,42.8237296,-8.6323091
24151,42.34905,-3.81762
24190,42.861776800339,-1.5706653134603052
24501,43.4344623,-3.8890505
24508,40.3120713,-3.8890049
24526,-45.90321,-67.568308
24534,40.2562653,-3.9484767
24640,36.6355853,-4.5879284
24708,-35.0714629,-58.7759842
24873,-34.726948,-58.40649
25274,36.9160919,-6.0497685
25399,40.3120713,-3.8890049
25416,42.59021513,-5.55969502
25417,42.7667,-6.28333
25571,53.8053145,-8.4276429
25770,42.34034,-4.60078
25810,42.8237296,-8.6323091
25818,42.8743764,-8.1340903
25907,41.5171401,1.9437494
26574,42.488919081934654,-6.361502408981323
26579,42.8804533670607,-8.545732498168945
26643,39.476414690412014,-0.3753274282358162
26825,52.17493,-7.2591796
26946,40.3120713,-3.8890049
26953,28.47867487371396,-16.2417309636112
26961,38.554325,-7.1602883
27068,39.2783813,-0.4325447
27100,53.3508617,-6.4757083
27106,53.3508617,-6.4757083
27111,40.3120713,-3.8890049
27184,19.357102,-99.1919955
27445,37.395755,-6.011086
27484,37.395755,-6.011086
27626,42.54416667,-6.59361111
27702,37.395755,-6.011086
27742,43.4533012,-8.3473431
27879,42.73575768,-1.74255583
27996,-32.6425566,-62.706463
28001,52.8577783,-7.1683614
28012,42.70783929454881,-7.043811082935223
28069,51.124357,6.688728
28086,43.4533012,-8.3473431
28142,43.1325997,-4.6442393
28154,43.3080209,-8.3120417
28156,40.3120713,-3.8890049
28241,19.3998346,-99.1843501
28270,40.4056277,-4.5445758
28412,42.2581675,-4.6913731
28519,43.5480468,-7.8057964
28610,42.8237296,-8.6323091
28676,42.5707889,-8.6073341
28801,42.1293801,-8.916355
28895,53.343623,-2.319934
29132,43.3606786,-4.2808017
29319,42.3430948,-8.6984109
29592,42.8974991,-8.6013498
29719,42.1225,-6.71916667
29729,42.42556942,-8.63529165
30134,43.1712777,2.2622287
30784,42.67690917343375,-2.0359031755456845
30939,42.1392767,-3.8178894
31006,43.02057776,-1.32422582
31056,42.87684,-8.54432
31113,42.4764402,-6.5515333
31731,56.791292,-2.342785
31754,38.7,-9.18333333
31875,40.3120713,-3.8890049
31928,41.65206154,-0.88096619
31957,41.3894,2.1683
31958,41.3894,2.1683
32151,42.59838309,-5.56932669
32201,43.432944,-80.626184
32539,41.5751959,-6.3045899
32601,42.35672703,-7.86135743
32676,-35.348970061,138.44212992
32840,42.883511320155556,-9.271696432169037
32858,43.3013771,-8.4712842
32859,42.3851921,-6.712964
32860,38.5779623,-9.0929599
32917,42.54416667,-6.59361111
33045,39.82375728,-7.49008373
33086,42.7890168,-1.6946203
33191,42.88057522520878,-8.54460597038269
33211,47.4953154,-122.436232
33256,42.88057522520878,-8.54460597038269
33272,42.87684,-8.54432
33278,42.74794492,-1.72288063
33337,38.1277872,-0.7824914
33363,38.1277872,-0.7824914
33389,38.1277872,-0.7824914
33392,39.4417939,-3.0755845
33404,42.91340124598119,-8.01191699554328
33411,43.3013771,-8.4712842
33414,41.8078139,-9.2995163
33415,40.42326279,-3.68843702
33417,42.88056111,-8.54388889
33422,42.81152175,-8.56933594
33451,42.9964116,-9.2995163
33463,42.81152175,-8.56933594
33589,43.3013771,-8.4712842
33615,42.8667,-7.86667
33706,42.78497805,-7.54216756
33769,42.73074,-7.32672
33864,42.87684,-8.54432
33910,42.4653,-2.4484
34009,42.938727,-7.4387303
34020,35.0158912,-106.7916912
34032,42.913249,-8.01159697
34105,42.69857588,-7.08429254
34169,42.70794599,-7.04328775
34178,56.13746,8.97611
34237,42.54416667,-6.59361111
34259,42.45536217,-6.15946261
34260,37.3732152,-5.9956932
34261,37.3732152,-5.9956932
34262,37.3732152,-5.9956932
34263,42.46211202,-6.07897797
34337,43.3214061,-6.3625892
34343,42.46388889,-5.87666667
34344,42.46388889,-5.87666667
34345,42.46388889,-5.87666667
34348,42.61242913,-6.37478722
34355,42.46388889,-5.87666667
34356,42.46388889,-5.87666667
34382,51.279951,1.08240545
34394,43.1824687,-6.203672
34419,42.5173,-5.76621
34420,42.5173,-5.76621
34422,42.58127316,-5.63936341
34423,37.3732152,-5.9956932
34424,42.6056,-5.57
34425,42.6056,-5.57
34451,43.2788671,-6.0201004
34461,43.2788671,-6.0201004
34463,42.8237296,-8.6323091
34832,41.68376884952388,12.494331209860379
34855,42.499037,-6.457719
34856,42.44105161521983,-2.952370757522838
34864,42.5640053,-6.5523024
34913,42.8798431,-9.2981391
34924,55.933889,-4.609623
34936,42.8800507,-8.54469816
34996,42.907386258591714,-9.263901419232146
35119,43.2858832,-1.8521361
35187,51.6928685,0.46469976
35263,42.8800507,-8.54469816
35270,42.4630328,-9.2995163
35278,53.2987449,-6.387438
35279,53.2987449,-6.387438
35280,53.2987449,-6.387438
35304,42.67265,-2.03533
35383,42.6258701,-7.1826734
35392,51.8676744,6.0895876
35422,42.59874246,-5.56790949
35531,48.35403473,11.78922202
35566,45.2606345,8.7871961
35761,42.45766,-6.05325
35872,43.1057079,-9.21698502
35873,43.1057079,-9.21698502
35874,43.1,-9.1
35875,43.3519434,-8.3895595
35876,42.88529174,-9.27162272
35877,42.95612614,-9.17865898
35879,42.87684,-8.54432
35884,42.73574914,-1.74215638
35886,43.537265,-7.048985
35887,43.16334,-1.23743
35889,43.16334,-1.23743
35911,43.0087,-1.31987
35932,43.112133,-9.2204792
35933,37.6166106,-6.1404869
36007,43.55670452,-7.13715082
36009,42.57134,-1.28058
36076,1.33752,103.92067
36100,42.8800507,-8.54469816
36277,43.54383278,-6.53261585
36292,42.5471618,-5.6313015
36374,42.8798431,-9.2981391
36387,43.4072585,-8.1718823
36409,43.2788671,-6.0201004
36470,43.48821,-6.11177
36471,42.8237296,-8.6323091
36498,42.9833,-1.36667
36504,42.88529174,-9.27162272
36541,42.1167,-7.55
36733,42.6777555,-6.9745813
36734,42.6777555,-6.9745813
36735,42.6777555,-6.9745813
36736,42.6777555,-6.9745813
36737,42.6777555,-6.9745813
36858,41.89890153,-8.87470482
36876,42.34012021,-3.70425457
36972,42.8800507,-8.54469816
37036,40.9725272,-5.665371
37046,42.87684,-8.54432
37082,42.45415327,-8.75351264
37143,42.81152175,-8.56933594
37162,42.81152175,-8.56933594
37222,45.6725227,5.7182997
37237,43.0991959,-6.8480354
37239,37.33262542,-5.82933522
37254,40.30861111,-3.68444444
37257,40.266415,-3.7613175
37261,42.8237296,-8.6323091
37268,42.88065245,-8.54569021
37269,43.15121,-7.68683
37278,42.47488,-7.26812
37281,42.35,-3.66667
37304,42.75704092,-8.63084502
37311,40.0,-3.0
37320,42.88325075,-9.27184531
37368,39.055572,-77.040246
37372,42.8800507,-8.54469816
37406,45.9024237,5.8222832
37420,42.8800507,-8.54469816
37434,42.8237296,-8.6323091
37448,42.8667,-7.86667
37481,42.8237296,-8.6323091
37526,42.6310235,-2.0680288
37541,42.70073,-8.64903
37550,42.47488,-7.26812
37639,42.5428367,-8.1109233
37657,42.8227852,-8.7248383
37680,42.8433824,-8.3012515
37744,40.4,-3.68333
37760,42.8433824,-8.3012515
37769,42.04608502,-8.64369218
37792,40.0851684,-1.2729839
37812,42.0224369,-8.7306227
37819,42.19115,-8.63998
37829,42.204227,-8.605081
37886,42.8237296,-8.6323091
37888,42.7556589,-7.7660515
37909,42.1667,-8.61667
37969,42.6978274,-7.54317
38034,43.105921703462506,-9.217201214392281
38039,36.3867663,-5.2198264
38046,40.785365,-73.933612
38050,42.8800507,-8.54469816
38087,42.9089325,-9.2629074
38095,36.0502188,-5.5507944
38098,42.9089325,-9.2629074
38131,42.4726192909104,-5.851109547910407
38154,42.5665948,-8.7255592
38268,42.87684,-8.54432
38276,42.6601564,-8.11365458
38328,42.8825738,-7.7352642
38379,42.8490779,-8.9191301
38382,42.8800507,-8.54469816
38393,41.5126,2.1946
38421,42.499037,-6.457719
38432,41.08196,-4.42524
38445,43.54547178,-6.38676655
38447,43.54547178,-6.38676655
38449,43.54547178,-6.38676655
38505,42.8813853,-7.1827515
38550,42.78497805,-7.54216756
38597,42.43263512,-8.64323866
38811,42.8237296,-8.6323091
38841,41.5064717,2.0464922
38861,42.90305,-1.54181
38884,43.5576688,-6.30617171
39003,43.549917,-6.47275
39009,42.8237296,-8.6323091
39014,42.87684,-8.54432
39038,28.0248125,-15.5255036
39079,36.3304995,-6.2141719
39125,22.5399851,-102.657513
39150,42.28186,-8.60896
39162,42.88057522520878,-8.54460597038269
39241,42.8800507,-8.54469816
39288,42.87684,-8.54432
39290,42.9044,-8.36253
39360,40.3120713,-3.8890049
39395,-3.9833,-79.2
39401,38.6720825,-2.1812992
39446,42.85876684,-7.78009238
39461,37.5338887,-1.2255505
39492,42.1293801,-8.916355
39612,42.8237296,-8.6323091
39633,42.87684,-8.54432
39705,42.8237296,-8.6323091
39766,42.77708672,-7.41657366
39836,37.5667,-6.1
39844,42.8237296,-8.6323091
39845,42.8237296,-8.6323091
39884,42.87684,-8.54432
39926,42.906904,-8.359909
39969,42.8061498,-7.6174321
39990,42.8237296,-8.6323091
40009,42.8061498,-7.6174321
40019,42.90552729321628,-8.360496467183635
40034,37.1022932,-3.0541026
40082,42.4381924,-6.2072614
40091,-32.9602539,-68.89559
40105,42.8433824,-8.3012515
40111,37.42322717,-5.89958094
40113,42.9305719,-7.9427095
40114,42.7802,-7.41375
40123,43.24317145,-1.30037844
40124,42.43073647961041,-8.644051916654085
40172,42.04253,-8.87766
40174,42.8825738,-7.7352642
40250,42.04253,-8.87766
40320,43.4622259,-7.2834509
40421,51.9772264213839,-2.03410488116464
40447,42.65042322,-2.04416745
40759,43.47929,-3.52961
40859,42.73092236121637,-7.1569392621370165
40877,36.7167,-4.4237
40917,41.92271,-8.84349381
40947,41.9514407,-3.0668597
41071,36.8932539,-4.8275228
41087,42.81825641,-1.64993205
41169,42.1110875,-8.850669
41399,42.76401424,-7.90691801
41436,24.673115,121.282664
41548,40.4078655,-4.0436198
41604,40.3120713,-3.8890049
41703,42.45766,-6.05325
41742,42.5223905456445,-6.478858981979405
41746,47.5742,-117.565226
41823,42.7140162,-8.6836364
41952,42.5665948,-8.7255592
41979,-41.164136,174.770789
41998,42.3430948,-8.6984109
42015,43.3013771,-8.4712842
42130,51.6881851,-10.6195445
42181,42.0224369,-8.7306227
