pays,lat,long,long_dest,lat_dest,User
Monleale,8.9802506,44.8870659,51.4993619,-0.12739984672471022,2
New York,-74.0060152,40.7127281,51.4993619,-0.12739984672471022,2
UK,-3.2765753,54.7023545,51.4993619,-0.12739984672471022,2
 Xinbei,121.4656619,25.011997,51.4993619,-0.12739984672471022,2
 Wisconsin,-89.6884637,44.4308975,51.4993619,-0.12739984672471022,2
 WY,-107.568534,43.1700264,51.4993619,-0.12739984672471022,2
Nouvelle-Zélande,172.8344077,-41.5000831,51.4993619,-0.12739984672471022,2
Audincourt,6.8413684,47.4819786,51.4993619,-0.12739984672471022,2
NYC,-74.0060152,40.7127281,51.4993619,-0.12739984672471022,2
Brisbane,153.0234991,-27.4689682,51.4993619,-0.12739984672471022,2
 Usa,-99.00906717303353,36.81843005,51.4993619,-0.12739984672471022,2
Buenos Aires,-58.4370894,-34.6075682,51.4993619,-0.12739984672471022,2
Mumbai,72.8773928,19.0759899,51.4993619,-0.12739984672471022,2
 Tunisie,9.400138,33.8439408,51.4993619,-0.12739984672471022,2
Chicago,-87.6244212,41.8755616,51.4993619,-0.12739984672471022,2
bologna,11.3426327,44.4938203,51.4993619,-0.12739984672471022,2
Utah,-111.714358,39.4225192,51.4993619,-0.12739984672471022,2
Maryland,-76.9382069,39.5162234,51.4993619,-0.12739984672471022,2
Melbourne,144.9631608,-37.8142176,51.4993619,-0.12739984672471022,2
 Italia,12.674297,42.6384261,51.4993619,-0.12739984672471022,2
 Biélorussie,27.6971358,53.4250605,51.4993619,-0.12739984672471022,2
 Mali,-2.2900239,16.3700359,51.4993619,-0.12739984672471022,2
 CE,-39.7156073,-5.3264703,51.4993619,-0.12739984672471022,2
 Luxembourg,6.1296751,49.8158683,51.4993619,-0.12739984672471022,2
 Liban,35.843409,33.8750629,51.4993619,-0.12739984672471022,2
 Georgia,-83.1137366,32.3293809,51.4993619,-0.12739984672471022,2
 Israel,34.8667654,31.5313113,51.4993619,-0.12739984672471022,2
 NY,-75.8449946,43.1561681,51.4993619,-0.12739984672471022,2
 Costa Rica,-84.0739102,10.2735633,51.4993619,-0.12739984672471022,2
île de la Trinité,2.3315289,48.8761364,51.4993619,-0.12739984672471022,2
 Estonie,24.507544106789936,58.71971295,51.4993619,-0.12739984672471022,2
 ID,117.8902853,-2.4833826,51.4993619,-0.12739984672471022,2
 Hawaï,-155.42837009716908,19.593801499999998,51.4993619,-0.12739984672471022,2
 Guatemala,-90.12265453178017,15.687100699999998,51.4993619,-0.12739984672471022,2
 NC,-79.0392919,35.6729639,51.4993619,-0.12739984672471022,2
 Germany,10.4234469,51.0834196,51.4993619,-0.12739984672471022,2
 Norway,9.0999715,60.5000209,51.4993619,-0.12739984672471022,2
 Argentina,-64.9672817,-34.9964963,51.4993619,-0.12739984672471022,2
 Porto Rico,-66.26152219418967,18.19897685,51.4993619,-0.12739984672471022,2
 Pennsylvania,-77.7278831,40.9699889,51.4993619,-0.12739984672471022,2
Philadelphia,-75.1635262,39.9527237,51.4993619,-0.12739984672471022,1
倉敷,133.7658834,34.6018629,51.4993619,-0.12739984672471022,1
Mexico,-102.26751579375113,23.553556999999998,51.4993619,-0.12739984672471022,1
京都府,135.454601,35.242552,51.4993619,-0.12739984672471022,1
Pologne,19.134422,52.215933,51.4993619,-0.12739984672471022,1
西宮,106.6983801,10.7715512,51.4993619,-0.12739984672471022,1
Meppen,7.2980648,52.6959802,51.4993619,-0.12739984672471022,1
Portland,-122.6741949,45.5202471,51.4993619,-0.12739984672471022,1
Portland ME,-70.2548596,43.6610277,51.4993619,-0.12739984672471022,1
Portsmouth,-1.075614,50.8036831,51.4993619,-0.12739984672471022,1
Portugal,-7.8896263,40.0332629,51.4993619,-0.12739984672471022,1
Qatar,51.2295295,25.3336984,51.4993619,-0.12739984672471022,1
NY,-75.8449946,43.1561681,51.4993619,-0.12739984672471022,1
Ravenna,12.059009490863945,44.364060699999996,51.4993619,-0.12739984672471022,1
Penn,-0.6655724656040267,51.6347857,51.4993619,-0.12739984672471022,1
Recife,-34.8848193,-8.0584933,51.4993619,-0.12739984672471022,1
Rio de Janeiro,-43.2093727,-22.9110137,51.4993619,-0.12739984672471022,1
Rockwall,-96.4066987,32.8923464,51.4993619,-0.12739984672471022,1
État de Rio de Janeiro,-99.5060408,19.3002772,51.4993619,-0.12739984672471022,1
République dominicaine,-70.035906834967,19.28131815,51.4993619,-0.12739984672471022,1
Saint-Aygulf,6.7307589580183596,43.392199950000006,51.4993619,-0.12739984672471022,1
Salisbury,-1.7954134,51.0690613,51.4993619,-0.12739984672471022,1
État de New York,-99.0743931,19.5047194,51.4993619,-0.12739984672471022,1
Memphis,-90.0516285,35.1490215,51.4993619,-0.12739984672471022,1
San Jose,-121.890583,37.3361905,51.4993619,-0.12739984672471022,1
Seattle,-122.3300624,47.6038321,51.4993619,-0.12739984672471022,1
Perth,115.8604796,-31.9527121,51.4993619,-0.12739984672471022,1
Palo Alto,-122.1598465,37.4443293,51.4993619,-0.12739984672471022,1
Paris,2.3200410217200766,48.8588897,51.4993619,-0.12739984672471022,1
Northern NJ,-74.68458580402051,40.08852665,51.4993619,-0.12739984672471022,1
Naas,15.6041668,47.2457116,51.4993619,-0.12739984672471022,1
Namur,4.8661892,50.4665284,51.4993619,-0.12739984672471022,1
Neung Sur Beuvron,1.8062609,47.5344879,51.4993619,-0.12739984672471022,1
NJ,-74.4041622,40.0757384,51.4993619,-0.12739984672471022,1
N Ireland,-6.1353429,53.2455515,51.4993619,-0.12739984672471022,1
Muncie,-85.3865271,40.1936892,51.4993619,-0.12739984672471022,1
宮崎,131.4319822,31.9157563,51.4993619,-0.12739984672471022,1
New Zealand,172.8344077,-41.5000831,51.4993619,-0.12739984672471022,1
Newcastle upon Tyne,-1.6131572,54.9738474,51.4993619,-0.12739984672471022,1
奈良,135.8189494,34.6807963,51.4993619,-0.12739984672471022,1
埼玉,139.4976783,36.1192436,51.4993619,-0.12739984672471022,1
North East England,-2.072286650050725,55.1314061,51.4993619,-0.12739984672471022,1
横浜,139.6232223,35.4662499,51.4993619,-0.12739984672471022,1
川崎,139.6969517,35.5313543,51.4993619,-0.12739984672471022,1
Northwest Territories,-118.0,65.0000004,51.4993619,-0.12739984672471022,1
和歌山,135.19158,34.2322107,51.4993619,-0.12739984672471022,1
Montreal,-73.5698065,45.5031824,51.4993619,-0.12739984672471022,1
神奈川県,139.374753,35.4342935,51.4993619,-0.12739984672471022,1
Omaha,-95.9383758,41.2587459,51.4993619,-0.12739984672471022,1
Onsted mi,-84.1899443,42.0061554,51.4993619,-0.12739984672471022,1
PA,-81.1308434,8.559559,51.4993619,-0.12739984672471022,1
PARIS,2.3200410217200766,48.8588897,51.4993619,-0.12739984672471022,1
Paderborn,8.764869778177559,51.71895955,51.4993619,-0.12739984672471022,1
Palermo,13.3524434,38.1112268,51.4993619,-0.12739984672471022,1
Mongolie,103.8499736,46.8250388,51.4993619,-0.12739984672471022,1
Michigan,-84.6824346,43.6211955,51.4993619,-0.12739984672471022,1
千葉県,140.2647303,35.549399,51.4993619,-0.12739984672471022,1
Shoreline,-122.3437497,47.7564667,51.4993619,-0.12739984672471022,1
ypsilanti michigan,-83.613055,42.2410562,51.4993619,-0.12739984672471022,1
Sete Lagoas,-44.246944,-19.466111,51.4993619,-0.12739984672471022,1
sicilia,14.155048,37.587794,51.4993619,-0.12739984672471022,1
Wilmington,-75.546589,39.7459468,51.4993619,-0.12739984672471022,1
setubal,-8.8932341,38.5241783,51.4993619,-0.12739984672471022,1
Windsor,-0.6040964041849046,51.483757749999995,51.4993619,-0.12739984672471022,1
selangor,101.304146,3.2083304,51.4993619,-0.12739984672471022,1
scicli,14.685138499439084,36.774843399999995,51.4993619,-0.12739984672471022,1
sask Canada,-105.171727,53.2199736,51.4993619,-0.12739984672471022,1
roswell ga,-84.360022,34.02332,51.4993619,-0.12739984672471022,1
roma,12.4829321,41.8933203,51.4993619,-0.12739984672471022,1
redbourn,-0.3965306432128057,51.79163295,51.4993619,-0.12739984672471022,1
Wisconsin,-89.6884637,44.4308975,51.4993619,-0.12739984672471022,1
oxford,-1.2578499,51.7520131,51.4993619,-0.12739984672471022,1
ohio,-82.6881395,40.2253569,51.4993619,-0.12739984672471022,1
Yalta,34.1586871,44.4970713,51.4993619,-0.12739984672471022,1
Yorba Linda,-117.8249705,33.8901096,51.4993619,-0.12739984672471022,1
new york,-74.0060152,40.7127281,51.4993619,-0.12739984672471022,1
ajaccio,8.7376029,41.9263991,51.4993619,-0.12739984672471022,1
bayern,12.048021365471286,48.91752975,51.4993619,-0.12739984672471022,1
londra,-0.1276474,51.5073219,51.4993619,-0.12739984672471022,1
levane,11.6186642,43.4985602,51.4993619,-0.12739984672471022,1
harrisburg,-76.8861122,40.2663107,51.4993619,-0.12739984672471022,1
granada,-3.5995337,37.1734995,51.4993619,-0.12739984672471022,1
florida,-81.4639835,27.7567667,51.4993619,-0.12739984672471022,1
firenze,11.2555757,43.7698712,51.4993619,-0.12739984672471022,1
boulogne billancourt,2.240206,48.8356649,51.4993619,-0.12739984672471022,1
doncaster,-1.1335312,53.5227681,51.4993619,-0.12739984672471022,1
dawsonville ga,-84.1190804,34.4212053,51.4993619,-0.12739984672471022,1
bristol,-2.5972985,51.4538022,51.4993619,-0.12739984672471022,1
castelfiorentino,10.9712484,43.6056068,51.4993619,-0.12739984672471022,1
st maur des fossés,2.4853015,48.8033057,51.4993619,-0.12739984672471022,1
storrington,-0.45555,50.9184454,51.4993619,-0.12739984672471022,1
Washington,-77.0365427,38.8950368,51.4993619,-0.12739984672471022,1
vancouver canada,-123.113952,49.2608724,51.4993619,-0.12739984672471022,1
Sheffield,-1.4702278,53.3806626,51.4993619,-0.12739984672471022,1
ciudad autónoma de Buenos Aires,-58.4370894,-34.6075682,51.4993619,-0.12739984672471022,1
Short Hills,-74.3254271,40.7478786,51.4993619,-0.12739984672471022,1
Sieghartskirchen,16.0117674,48.2560122,51.4993619,-0.12739984672471022,1
voghera,9.0085929,44.9928402,51.4993619,-0.12739984672471022,1
Staffordshire,-2.0074546723348115,52.824694199999996,51.4993619,-0.12739984672471022,1
Stirling,-3.9360012,56.1181242,51.4993619,-0.12739984672471022,1
Sydney,150.9568559523945,-33.768528,51.4993619,-0.12739984672471022,1
Taylorville,-89.294533,39.548935,51.4993619,-0.12739984672471022,1
Tennessee,-86.2820081,35.7730076,51.4993619,-0.12739984672471022,1
vihiers,-0.5317464917914201,47.14716795,51.4993619,-0.12739984672471022,1
The Cincinnati Region,-72.3331794,-37.479288,51.4993619,-0.12739984672471022,1
varese,8.754157594917665,45.83971285,51.4993619,-0.12739984672471022,1
Toulouse,1.4442469,43.6044622,51.4993619,-0.12739984672471022,1
Varese,8.754157594917665,45.83971285,51.4993619,-0.12739984672471022,1
Trieste,13.7772781,45.6496485,51.4993619,-0.12739984672471022,1
Tucson,-110.9748477,32.2228765,51.4993619,-0.12739984672471022,1
uk,-3.2765753,54.7023545,51.4993619,-0.12739984672471022,1
USA,-99.00906717303353,36.81843005,51.4993619,-0.12739984672471022,1
Ukraine,31.2718321,49.4871968,51.4993619,-0.12739984672471022,1
toronto,-79.3839347,43.6534817,51.4993619,-0.12739984672471022,1
United States,-99.00906717303353,36.81843005,51.4993619,-0.12739984672471022,1
sun city center,-82.351759,27.718086,51.4993619,-0.12739984672471022,1
VA,-78.4927721,37.1232245,51.4993619,-0.12739984672471022,1
sud de la FRANCE,-82.7654934,34.6122634,51.4993619,-0.12739984672471022,1
VOLVIC,3.0375701,45.872542,51.4993619,-0.12739984672471022,1
Vancouver,-123.113952,49.2608724,51.4993619,-0.12739984672471022,1
Var,6.2664620128919,43.4173592,51.4993619,-0.12739984672471022,1
  NSW,147.2869493,-31.8759835,51.4993619,-0.12739984672471022,1
Belford,-74.07942349440299,40.4278405,51.4993619,-0.12739984672471022,1
Massachusetts,-72.032366,42.3788774,51.4993619,-0.12739984672471022,1
 PI,10.679791173704576,43.4714722,51.4993619,-0.12739984672471022,1
 South Africa,24.991639,-28.8166236,51.4993619,-0.12739984672471022,1
 Siracusa,15.2907196,37.0646139,51.4993619,-0.12739984672471022,1
 Singapore,103.8194992,1.357107,51.4993619,-0.12739984672471022,1
 Québec,-71.8258668,52.4760892,51.4993619,-0.12739984672471022,1
 Paraguay,-58.1693445,-23.3165935,51.4993619,-0.12739984672471022,1
 Pakistan,71.247499,30.3308401,51.4993619,-0.12739984672471022,1
 Ontario,-86.000977,50.000678,51.4993619,-0.12739984672471022,1
 N. Carolina,-79.0392919,35.6729639,51.4993619,-0.12739984672471022,1
 ONtario,-86.000977,50.000678,51.4993619,-0.12739984672471022,1
 Nouvelle-Calédonie,165.4880773,-21.3019905,51.4993619,-0.12739984672471022,1
 Nouveau-Mexique,-105.993007,34.5708167,51.4993619,-0.12739984672471022,1
 North Carolina,-79.0392919,35.6729639,51.4993619,-0.12739984672471022,1
 Nicaragua,-85.2936911,12.6090157,51.4993619,-0.12739984672471022,1
 New Jersey,-74.4041622,40.0757384,51.4993619,-0.12739984672471022,1
 Switzerland,8.2319736,46.7985624,51.4993619,-0.12739984672471022,1
 Taichung,120.6478282,24.163162,51.4993619,-0.12739984672471022,1
 Taipei,121.5636796,25.0375198,51.4993619,-0.12739984672471022,1
 Texas,-99.68300099546674,31.168570000000003,51.4993619,-0.12739984672471022,1
 Texas ya'll,-1.4465283,48.2674609,51.4993619,-0.12739984672471022,1
 USA,-99.00906717303353,36.81843005,51.4993619,-0.12739984672471022,1
 Venezuela,-66.1109318,8.0018709,51.4993619,-0.12739984672471022,1
 WA,-120.212613,47.2868352,51.4993619,-0.12739984672471022,1
 Yukon,-136.002502,63.000147,51.4993619,-0.12739984672471022,1
 fl,-81.4639835,27.7567667,51.4993619,-0.12739984672471022,1
 sc,-80.4363743,33.6874388,51.4993619,-0.12739984672471022,1
 the State,-117.1817339,34.056324,51.4993619,-0.12739984672471022,1
 Égypte,29.2675469,26.2540493,51.4993619,-0.12739984672471022,1
 Россия,97.7453061,64.6863136,51.4993619,-0.12739984672471022,1
117127,25.1415984,44.8350823,51.4993619,-0.12739984672471022,1
34645,127.4486706,36.3354819,51.4993619,-0.12739984672471022,1
Alaska,-149.680909,64.4459613,51.4993619,-0.12739984672471022,1
 Nederland,5.38721,52.15517,51.4993619,-0.12739984672471022,1
 Monténégro,19.5180992,42.9868853,51.4993619,-0.12739984672471022,1
Allemagne,10.4234469,51.0834196,51.4993619,-0.12739984672471022,1
 Co,-72.9088133,4.099917,51.4993619,-0.12739984672471022,1
 Florida,-81.4639835,27.7567667,51.4993619,-0.12739984672471022,1
 FL,-81.4639835,27.7567667,51.4993619,-0.12739984672471022,1
 England,-1.2649062,52.5310214,51.4993619,-0.12739984672471022,1
 Dakota du Sud,-100.348761,44.6471761,51.4993619,-0.12739984672471022,1
 Connecticut,-72.7342163,41.6500201,51.4993619,-0.12739984672471022,1
 Colorado,-105.607716,38.7251776,51.4993619,-0.12739984672471022,1
 CA,-107.991707,61.0666922,51.4993619,-0.12739984672471022,1
 Mongolie,103.8499736,46.8250388,51.4993619,-0.12739984672471022,1
 Bulgarie,25.4856617,42.6073975,51.4993619,-0.12739984672471022,1
 Bolivie,-64.9912286,-17.0568696,51.4993619,-0.12739984672471022,1
 Birmanie (Myanmar),95.9999652,17.1750495,51.4993619,-0.12739984672471022,1
 Bangladesh,90.00386523825051,23.5031022,51.4993619,-0.12739984672471022,1
 Arabie Saoudite,42.3528328,25.6242618,51.4993619,-0.12739984672471022,1
 Alberta,-115.002136,55.001251,51.4993619,-0.12739984672471022,1
 GO,-50.1392928,-15.9323662,51.4993619,-0.12739984672471022,1
 Guadeloupe,-61.68712602138846,16.230510250000002,51.4993619,-0.12739984672471022,1
 Ile de La Réunion,55.536480112992315,-21.130737949999997,51.4993619,-0.12739984672471022,1
 Illinois,-89.4337288,40.0796606,51.4993619,-0.12739984672471022,1
 India,78.6677428,22.3511148,51.4993619,-0.12739984672471022,1
 Indiana,-86.1746933,40.3270127,51.4993619,-0.12739984672471022,1
 Iowa,-93.3122705,41.9216734,51.4993619,-0.12739984672471022,1
 Iran,54.5643516,32.6475314,51.4993619,-0.12739984672471022,1
 Iraq,44.1749775,33.0955793,51.4993619,-0.12739984672471022,1
 Ireland,-7.9794599,52.865196,51.4993619,-0.12739984672471022,1
 Le Salvador,2.222078270433528,48.89546595,51.4993619,-0.12739984672471022,1
 Lettonie,24.7537645,56.8406494,51.4993619,-0.12739984672471022,1
 Lituanie,23.7499997,55.3500003,51.4993619,-0.12739984672471022,1
 Malaysia,102.2656823,4.5693754,51.4993619,-0.12739984672471022,1
 Malte,14.4476911,35.8885993,51.4993619,-0.12739984672471022,1
 Massachusetts,-72.032366,42.3788774,51.4993619,-0.12739984672471022,1
 Mexico,-102.26751579375113,23.553556999999998,51.4993619,-0.12739984672471022,1
Albas,2.7349282,43.0057996,51.4993619,-0.12739984672471022,1
Antwerp,4.3997081,51.2211097,51.4993619,-0.12739984672471022,1
Manéglise,0.255913,49.5658677,51.4993619,-0.12739984672471022,1
Hudson,-71.4397167,42.7654433,51.4993619,-0.12739984672471022,1
Jakarta,106.827183,-6.1753942,51.4993619,-0.12739984672471022,1
Italien,12.674297,42.6384261,51.4993619,-0.12739984672471022,1
Irlande,-7.9794599,52.865196,51.4993619,-0.12739984672471022,1
Ireland,-7.9794599,52.865196,51.4993619,-0.12739984672471022,1
Ichihara,140.1156996,35.497775,51.4993619,-0.12739984672471022,1
IL,-89.4337288,40.0796606,51.4993619,-0.12739984672471022,1
Houston,-95.3676974,29.7589382,51.4993619,-0.12739984672471022,1
Great Britain,-1.9180234948012402,54.31536155,51.4993619,-0.12739984672471022,1
Hong Kong,114.1628131,22.2793278,51.4993619,-0.12739984672471022,1
