,long,lat,userId
2877,-5.57,42.6056,126075696
2892,-1.23743,43.16334,1020609132
2898,-6.0201004,43.2788671,805894013584834561
2907,-79.639319,43.403221,20555201
2914,-8.6323091,42.8237296,14763005
2924,-3.8890505,43.4344623,537482133
2925,-8.6323091,42.8237296,129493793
2928,-5.56699723,42.59934352,126075696
2939,-6.05694444,42.45777778,126075696
3004,-8.4220263,42.8733828,94086222
3015,-8.545732498168945,42.8804533670607,427489968
3022,-3.8890049,40.3120713,625610397
3031,-8.4220263,42.8733828,14763005
3056,-8.7255592,42.5665948,3586461376
3075,-1.174093,41.4518349,19118942
3083,-8.54460597038269,42.88057522520878,3376385337
3086,-7.490065664071466,42.78076571277506,7294792
3096,-8.4712842,43.3013771,1024708178599178241
3139,-4.2392826,36.712301,1387779638152335368
3153,-8.916355,42.1293801,339192374
3189,-6.712964,42.3851921,122692704
3219,0.9854926,41.0521446,35187450
3234,-7.04051,43.53369,264742637
3252,-8.6836364,42.7140162,129493793
3271,-3.18905607,42.42085588,19831510
3279,-8.8992321,41.9603276,3586461376
3288,-7.5416476,39.0323192,1165317035204718592
3293,-7.9995922,42.8164467,4397427251
3305,-7.6052466,42.4069595,91968405
3316,-70.686763,41.737169,2880931653
3321,2.2241006,48.8155214,97402507
3326,-8.85,41.8167,63503680
3353,-8.65237,42.43246,129493793
3375,-4.3932845,55.796184,224280831
3377,-7.7660515,42.7556589,946348572550758401
3380,-7.7660515,42.7556589,946348572550758401
3389,-7.616380558084776,42.8075088442035,4397427251
3393,-6.0201004,43.2788671,805894013584834561
3406,-5.1108638,42.2571919,24719531
3425,-7.54317,42.6978274,94086222
3432,-7.7660515,42.7556589,702804138061635584
3436,-8.83516431,41.70151119,63503680
3449,-2.5422324,42.4290487,1404447144203931658
3481,-8.72489,42.658935,19044557
3489,-7.4418014,43.3692388,55033131
3506,-8.4712842,43.3013771,283240269
3511,-94.312073,46.31474,1463368416
3529,-7.90691801,42.76401424,129493793
3531,-8.54432,42.87684,913428530
3535,-6.0201004,43.2788671,805894013584834561
3541,-3.8632712,40.3919669,1567903891
3555,-8.639480201905398,42.40507184641445,129493793
3624,-8.44349446,42.96809177,913428530
3638,-4.69721854,40.65762877,103645711
3647,-6.8026456,39.1553066,1165317035204718592
3648,-3.8890049,40.3120713,1678460030
3652,-6.7675457,42.5890383,14763005
3663,-6.0201004,43.2788671,1374804529020030978
3667,-7.90691801,42.76401424,105419770
3687,-6.712964,42.3851921,14763005
3694,-6.712964,42.3851921,14763005
3695,-6.712964,42.3851921,14763005
3807,-5.2096875,42.4273948,764475085944197120
3809,22.1357201,44.386383,250541595
3811,-8.3473431,43.4533012,4010630872
3818,-6.4267424,42.3980552,14763005
3863,-8.8766668,41.7807617,19044557
3867,-8.8766668,41.7807617,19044557
3884,-8.8766668,41.7807617,19044557
3906,-6.2072614,42.4381924,14763005
3966,-6.455973625201061,42.49795742593246,582559040
3987,-0.5086841,51.4551164,1498265766
3990,-6.8026456,39.1553066,1165317035204718592
3991,-70.6929589,-33.4785739,772691168
4013,-1.8521361,43.2858832,179852195
4042,-5.6313015,42.5471618,14763005
4057,-6.2640153,42.4541892,582559040
4090,2.0524766,41.3170475,127375220
4112,-9.2995163,41.8078139,1282048481620787202
4123,-3.794911,42.284782,24275407
4144,-58.5317922,-34.674453,909174841
4145,-58.5317922,-34.674453,909174841
4146,-58.5317922,-34.674453,909174841
4149,-6.0201004,43.2788671,154596519
4164,-86.348441,39.631677,35970070
4184,-1.2466179,43.1431011,1313825290938970112
4247,-7.7352642,42.8825738,1280670780167262208
4256,-5.662364551620691,42.553254263012,582559040
4271,27.2207684,36.8291816,46139416
4278,-5.2691395,42.3703321,14763005
4341,-8.54469816,42.8800507,248750794
4349,-5.1108638,42.2571919,14763005
4362,-5.456887484252815,42.54447860732225,582559040
4367,-3.8890049,40.3120713,4397427251
4372,-70.686763,41.737169,2880931653
4414,-8.54432,42.87684,220246926
4433,-5.6205968,37.5820891,166181695
4444,-8.48333,40.8167,19662372
4456,-8.9934183,43.1351396,787298006
4496,-3.74354839,43.45681301,264742637
4519,-0.1377677,39.8419287,242290605
4574,-3.8890049,40.3120713,122692704
4587,-3.8890049,40.3120713,1243245150480084993
4602,-4.9836073,42.3255278,582559040
4605,-6.712964,42.3851921,122692704
4641,-8.6323091,42.8237296,829336087789236224
4650,-2.0866885,43.2176389,3460305077
4656,-1.174093,41.4518349,780043643193290752
4671,-8.6323091,42.8237296,127375220
4691,-0.5410493,42.6976036,441753449
4718,-0.4325447,39.2783813,242290605
4725,-4.3747289,42.2363499,14763005
4787,-5.66583333,40.96055556,76766207
4815,-4.2146012,42.1257125,14763005
4817,-7.1827515,42.8813853,842304866789806081
4833,-4.2146012,42.1257125,14763005
4910,-8.6323091,42.8237296,212259675
4938,-8.6323091,42.8237296,3234754785
4942,-8.6323091,42.8237296,4397427251
4944,-5.7358551,40.9144168,3526041557
4948,-3.9776529,42.3171717,14763005
4950,-8.6323091,42.8237296,127375220
4975,-8.54469816,42.8800507,113515962
5010,-8.54432,42.87684,1254744340871684096
5026,2.5637824,39.1250696,328396986
5034,6.0643317,49.0457543,17039236
5038,-8.6323091,42.8237296,4397427251
5040,-8.6323091,42.8237296,94086222
5041,-7.6128886,38.2273565,278986614
5054,-4.60078,42.34034,105419770
5109,-31.2688154,30.0302839,2880931653
5141,-6.533032158627354,43.54581243778428,527488148
5184,-8.4220263,42.8733828,4397427251
5254,-3.2838006,42.3358742,14763005
5317,-8.534084164128092,41.77544709931779,3110976478
5322,-1.3523429,43.0197435,211994457
5323,-1.3523429,43.0197435,211994457
5342,-0.4325447,39.2783813,242290605
5346,-8.6323091,42.8237296,76360526
5384,-8.6779434,42.2301205,212259675
5387,-8.6323091,42.8237296,245311768
5407,-8.54432,42.87684,283486333
5466,-8.4220263,42.8733828,245311768
5489,-8.3012515,42.8433824,245311768
5538,-6.712964,42.3851921,122692704
5540,-0.4325447,39.2783813,242290605
5574,-3.794911,42.284782,881930341
5590,-7.86804,42.87252,220246926
5615,-5.5917436,43.4070908,527488148
5632,-3.794911,42.284782,979716664420962304
5633,-3.794911,42.284782,979716664420962304
5641,-5.9771194,41.4583644,1282062953680961536
5667,-7.7660515,42.7556589,245311768
5674,-2.4242814,42.4514978,14763005
5675,-7.326105237007141,42.732332220584645,4397427251
5681,0.5997883,40.6942254,240788766
5682,-1.174093,41.4518349,19118942
5685,-1.174093,41.4518349,780043643193290752
5691,-8.9008856,42.0489184,127375220
5697,-7.61667,42.8,220246926
5716,-8.6323091,42.8237296,304055347
5723,-7.7660515,42.7556589,245311768
5737,-2.4242814,42.4514978,14763005
5782,-2.03226,42.67182,257976873
5839,-2.5422324,42.4290487,226878506
5847,-2.2393773,42.4880148,14763005
5895,-7.66085699743185,54.6336309570711,1648385712
5919,-4.7753443,36.7235592,1254744340871684096
5921,-8.8992321,41.9603276,127375220
5929,-9.271996,42.881855,199234051
5971,-2.0680288,42.6310235,14763005
6011,-6.712964,42.3851921,122692704
6025,-7.7352642,42.8825738,1280670780167262208
6026,-1.8502237,42.6377841,14763005
6031,-7.7352642,42.8825738,1280670780167262208
6042,-8.8992321,41.9603276,76360526
6049,-8.6984109,42.3430948,2303635320
6054,-4.5012141,42.224564,1380627037891784706
6057,-4.5012141,42.224564,1380627037891784706
6058,-4.5012141,42.224564,1380627037891784706
6059,-4.5012141,42.224564,1380627037891784706
6063,-4.5012141,42.224564,1380627037891784706
6098,-2.4728177,50.700412,390039886
6129,-6.0284301,37.3136131,224372579
6139,-1.5038,42.9334,257976873
6152,-8.011917,42.91340125,331860718
6167,-8.54469816,42.8800507,182931192
6195,-8.7883771,41.3645711,19044557
6200,-7.7352642,42.8825738,1444085527
6209,-8.545732498168945,42.8804533670607,495359169
6212,-5.3663194,36.1087953,2155537320
6264,-1.5970252,42.8351201,14763005
6269,-3.8586632,42.3244466,1380627037891784706
6287,-8.895307492500379,42.4804282930374,106494700
6303,-1.2255505,37.5338887,3388969534
6307,-8.55,42.8833,295389401
6317,-7.7352642,42.8825738,1444085527
6319,-0.23704405373208667,50.836524939077584,1151578524
6345,-7.1826734,42.6258701,1379585162
6372,-73.8516,41.016743,1120209102
6402,-7.7352642,42.8825738,1280670780167262208
6431,-7.9616511,43.091823,1254744340871684096
6436,-8.6323091,42.8237296,106494700
6457,-8.6323091,42.8237296,106494700
6473,-7.7352642,42.8825738,1280670780167262208
6483,2.0524766,41.3170475,14763005
6511,-6.1622941,36.2425402,1338772938829541376
6513,-6.1622941,36.2425402,875655279278407680
6534,-73.894691,41.046491,1120209102
6546,-3.0021433,42.3886878,1380627037891784706
6547,-3.0021433,42.3886878,1380627037891784706
6548,-3.0021433,42.3886878,1380627037891784706
6549,-3.0021433,42.3886878,1380627037891784706
6554,-8.0222874,43.040184,289407167
6560,-9.183326,42.9055294,377020085
6572,-8.6323091,42.8237296,1537645669
6574,-9.183326,42.9055294,377020085
6578,-9.21954011,43.11244329,401373711
6592,-8.49701822,42.88667962,27620742
6598,-7.8207879,43.2048631,1254744340871684096
6614,-80.321683,25.7090404,14763005
6619,-7.7352642,42.8825738,1280670780167262208
6622,-8.4220263,42.8733828,106494700
6636,-8.3473431,43.4533012,4010630872
6709,-2.6237034,42.4055312,1380627037891784706
6721,-8.3012515,42.8433824,106494700
6798,-3.8740194,37.6287368,547447384
6803,-8.54469816,42.8800507,74044912
6811,-2.2848111,42.4864482,1380627037891784706
6820,-7.3208313,43.3954355,1254744340871684096
6821,-6.8480354,43.0991959,229554511
6822,-6.8480354,43.0991959,229554511
6823,-6.8480354,43.0991959,229554511
6824,-6.8480354,43.0991959,229554511
6842,-70.7758088071163,41.73285412969399,2880931653
6853,-7.9995922,42.8164467,106494700
6855,-8.54432,42.87684,477862710
6881,-8.6073341,42.5707889,1166809258098343940
6911,-7.616380558084776,42.8075088442035,495359169
6934,-8.6323091,42.8237296,377020085
6945,-7.7660515,42.7556589,106494700
6947,-3.8890049,40.3120713,1120209102
6950,-6.7380587,36.7898608,268008922
6972,-1.8502237,42.6377841,1380627037891784706
6980,-8.74722222,42.46305556,267739814
6981,-8.56933594,42.81152175,98984631
6982,-8.6323091,42.8237296,377020085
6997,-8.54469816,42.8800507,44645365
7007,-2.1747577,39.8469203,1331322377876217857
7015,-7.54317,42.6978274,106494700
7030,-8.6323091,42.8237296,377020085
7031,-8.54469816,42.8800507,44645365
7066,-8.36253,42.9044,44645365
7074,-8.4220263,42.8733828,377020085
7077,-2.5422324,42.4290487,1510306662
7078,-7.2740352,42.7171071,495359169
7080,-6.0201004,43.2788671,229554511
7081,-6.0201004,43.2788671,229554511
7092,-8.4220263,42.8733828,377020085
7111,-7.560149,43.010215,60399549
7114,-7.2740352,42.7171071,106494700
7116,-8.36253,42.9044,44645365
7121,-2.3754389,43.2134578,951193631070851072
7176,-8.16359,42.92676,44645365
7193,4.3999935,50.8337599,183629339
7195,-7.02218340194724,42.70145480103158,106494700
7200,-8.54469816,42.8800507,47983931
7211,-8.16359,42.92676,44645365
7215,-8.3012515,42.8433824,377020085
7229,-8.6323091,42.8237296,172895045
7246,-6.915156719787952,42.65942493802442,495359169
7272,-7.86667,42.8667,44645365
7290,-1.2466179,43.1431011,1380627037891784706
7291,-1.2466179,43.1431011,1380627037891784706
7299,-2.5422324,42.4290487,1404447144203931658
7300,-8.24390174,43.47846935,74044912
7302,-9.27222222,42.8825,576431802
7320,-7.86667,42.8667,44645365
7353,-2.411961,51.623112,1648385712
7372,-7.61667,42.8,44645365
7408,-7.62983143,42.81048675,44645365
7418,-8.54469816,42.8800507,801905338136064000
7428,-8.6323091,42.8237296,4187415255
7440,-6.518711745572135,42.53744097472592,495359169
7467,-8.6323091,42.8237296,966306955
7486,-7.41375,42.7802,44645365
7510,-7.54317,42.6978274,377020085
7526,-6.3424371851669195,42.491179346789316,495359169
7531,-8.54432,42.87684,44645365
7532,-9.27222222,42.8825,257705859
7567,-6.712964,42.3851921,122692704
7590,-2.7758537,40.9101304,727490650380374016
7610,-1.5043439,43.449861,218595521
7673,-5.56699723,42.59934352,770413657
7674,-2.8426672,41.0022045,491439356
7682,-8.36253,42.9044,825216517
7688,-5.8209772,43.4416802,702619909
7737,-6.14641,43.5622,272853769
7739,-5.56699723,42.59934352,770413657
7755,-8.1017157,42.9839418,269392142
7760,-6.35,43.3833,548351869
7787,-3.14694444,43.345,264742637
7801,-8.4220263,42.8733828,2175911703
7809,-6.712964,42.3851921,122692704
7810,-6.05325,42.45766,770413657
7848,-1.834427,37.9444307,19863575
7863,-3.8890049,40.3120713,495359169
7885,-7.9427095,42.9305719,269392142
7886,-5.88157,42.46368,770413657
7889,-8.6323091,42.8237296,184798634
7908,-8.627026557922363,42.13060760498047,276022027
7911,-5.88157,42.46368,770413657
7921,-5.88157,42.46368,770413657
7936,-5.72967,42.4834,770413657
7947,-8.54469816,42.8800507,576431802
7967,-2.5422324,42.4290487,1510306662
7981,-5.2198264,36.3867663,196764870
8025,-8.63084502,42.75704092,576431802
8040,-5.2198264,36.3867663,1417769631071277057
8042,-5.2198264,36.3867663,1417769631071277057
8044,-7.8207879,43.2048631,269392142
8051,-5.7553636,37.5892698,91003601
8065,-2.411961,51.623112,1648385712
8070,-5.57,42.6056,770413657
8082,-8.64443095,42.43151485,576431802
8137,-6.712964,42.3851921,122692704
8138,-8.6323091,42.8237296,349004017
8150,-7.7660515,42.7556589,2175911703
8152,-8.464160511627249,42.18225593677909,927276869950590976
8165,-5.2206,42.4241699,770413657
8168,-8.54432,42.87684,215283188
8170,-8.3012515,42.8433824,184798634
8176,-8.60466588,42.34039148,576431802
8187,21.0619973,55.4581,112210604
8197,-78.88333333,-2.7,1138051976
8203,-8.4220263,42.8733828,467506281
8207,-5.02618,42.37109,770413657
8243,-2.4484,42.4653,500868634
8251,17.7601322,59.2271383,1214860228262531072
8258,-1.3523429,43.0197435,211994457
8260,-1.29860222,43.09492324,211994457
8261,-8.54460597038269,42.88057522520878,346578560
8264,-6.3317456,37.3555341,433673748
8265,-7.9995922,42.8164467,184798634
8275,-3.86458254,43.45583636,392246065
8277,-7.2740352,42.7171071,825216517
8288,-8.6323091,42.8237296,346578560
8291,-8.6323091,42.8237296,1238876050135932928
8292,-9.2995163,41.8078139,61011524
8307,-8.543838822577973,42.880418317392326,346578560
8312,-8.62126315,42.16242471,576431802
8320,-8.6323091,42.8237296,346578560
8322,-5.1874577,42.3560132,1417769631071277057
8324,-5.1874577,42.3560132,1417769631071277057
8336,-7.616380558084776,42.8075088442035,184798634
8337,-8.6836364,42.7140162,346578560
8348,-7.9995922,42.8164467,467506281
8353,-4.40502,42.26786,770413657
8363,-8.6836364,42.7140162,346578560
8382,-1.31970107,43.00808983,1561454209
8385,-8.64444444,42.04805556,576431802
8390,-8.6323091,42.8237296,97268629
8405,-6.712964,42.3851921,122692704
8408,-5.56963293,42.55149765,468803044
8409,-8.54460597038269,42.88057522520878,97268629
8417,-8.54469816,42.8800507,215283188
8431,-8.7255592,42.5665948,346578560
8461,-8.545732498168945,42.8804533670607,97268629
8467,-8.6984109,42.3430948,346578560
8468,-7.7660515,42.7556589,467506281
8475,-4.5879284,36.6355853,224686432
8487,-8.54432,42.87684,33104547
8490,-7.7352642,42.8825738,72101978
8499,-8.609816090524141,42.3419170828578,346578560
8512,-5.43411,43.48132,468803044
8521,-3.4473502,40.4460066,189287843
8524,-8.6836364,42.7140162,211683315
8531,-8.6779434,42.2301205,346578560
8537,-16.3435946,28.4097691,218595521
8549,-8.351717174520624,42.91424312653845,97268629
8597,-5.7358551,40.9144168,184808869
8598,-1.174093,41.4518349,780043643193290752
8624,-8.6819007,41.9271539,346578560
8636,-8.01653802394867,42.915296952857645,97268629
8651,-5.06582,43.46371,468803044
8652,-8.01191699554328,42.91340124598119,97268629
8657,-7.1826734,42.6258701,235222191
8702,-8.6323091,42.8237296,245376097
8746,-8.0037342,42.2881793,412101034
8762,-7.735223,42.84095,97268629
8766,-4.78349,43.42469,468803044
8792,-7.3021347,37.2084538,268008922
8795,-3.4473502,40.4460066,189287843
8803,-7.7660515,42.7556589,97268629
8813,17.9636591,59.3400441,317674173
8820,-8.7306227,42.0224369,2880931653
8832,-6.0284301,37.3136131,263403247
8865,-5.641834,42.579758,25751581
8871,-7.54317,42.6978274,97268629
8879,-5.0149567,36.4598413,54563628
8881,-3.8890505,43.4344623,2982662591
8882,-4.57212,43.386,468803044
8884,-7.325337,42.732465,97268629
8899,-2.5422324,42.4290487,1342397233283665920
8952,-8.6916387,42.1336181,211683315
8961,-6.0201004,43.2788671,476797700
8977,-4.6913731,42.2581675,223183915
8981,-6.371603608131409,43.552171434452674,124573905
8984,-8.3012515,42.8433824,3835750545
8988,-2.2393773,42.4880148,1067032596692037632
8997,-4.2922,43.39055,468803044
9002,13.3755107,45.42151,144880017
9008,-7.2740352,42.7171071,97268629
9038,-5.7919925,43.0185986,398918011
9040,-9.2995163,41.8078139,276022027
9047,-7.044459,42.637752,97268629
9049,-8.54432,42.87684,283486333
9060,-3.80642109,43.46029122,468803044
9074,-2.031612,53.73591,22029067
9079,-7.4387303,42.938727,4397427251
9086,-16.3251,28.5687,129493793
9127,-3.8117237,40.5820917,23791197
9132,-3.726403,43.468469,432567932
9140,-6.9039356,42.5787931,97268629
9141,-0.6564332,38.1603479,368018930
9148,-16.25412,28.472319,129493793
9150,-6.809244899999999,42.6042782,97268629
9156,-0.7824914,38.1277872,259481264
9181,-7.2126538,42.9877937,4397427251
9198,-6.3857343,37.2628171,433673748
9229,-6.712964,42.3851921,122692704
9240,-6.5863123385747455,42.54335795344281,97268629
9250,-6.361502408981323,42.488919081934654,97268629
9251,-7.86851355,42.87300021,33104547
9287,-6.6339,42.05522,118475882
9297,-8.51443951,42.88645477,613954355
9298,-8.44392249,42.89943665,613954355
9302,-9.26330304,42.9077625,613954355
9321,-7.86667,42.8667,613954355
9322,-7.86667,42.8667,613954355
9324,-5.636961452437999,43.538632269426316,331580175
9327,-7.61667,42.8,613954355
9335,-7.41375,42.7802,613954355
9367,-6.713956,42.5504611,1331320134150053888
9379,-7.54317,42.6978274,3835750545
9418,-6.610901994594476,43.27166723584918,4397427251
9419,-5.2198264,36.3867663,196764870
9438,0.1026971,38.7162303,34876444
9476,-3.21776,43.38342,432567932
9501,-1.287091,42.577342,702212185901113344
9508,-4.5879284,36.6355853,211683315
9515,-6.6833776,43.1589886,4397427251
9555,-6.361502408981323,42.488919081934654,271863574
9589,-7.23455842,37.20500138,186394776
9603,-4.10858,43.38886,1539388760
9606,-7.04051,43.53369,277194553
9621,2.2110915,41.4259395,871715003002441728
9627,-8.6323091,42.8237296,257526985
9643,-4.7058118,41.4907394,1421753326446825475
9663,-8.8088069,42.5454819,48844244
9689,-0.1749828,39.8916978,1260114505171972097
9697,-1.4757081,37.5173758,308399822
9707,-6.0201004,43.2788671,4397427251
9711,-97.186747,32.5309154,4401730154
9719,-1.23477294,43.16362982,269213927
9724,-8.6779434,42.2301205,1413476440973053952
9735,-8.54469816,42.8800507,613954355
9756,-8.6323091,42.8237296,2733463353
9771,-2.5422324,42.4290487,1510306662
9781,-7.2126538,42.9877937,436764089
9787,-7.96385579,43.03756724,269213927
9807,-9.15164,43.1489,613954355
9811,3.129184,42.2888282,118835602
