,query,likeCount,commentCount,Tauxengagement
0,caminodesantiago,81.05087538619979,3.1346035015447993,0.0529627269967798
1,mezquitadecordoba,111.09855435084793,5.3573811509591325,0.08942994765511403
2,santiagodecompostela,155.70342636714318,4.26004084411164,0.06458664109440503
3,WestminsterAbbey,362.40321141837643,6.43342997323818,0.11839439526757102
